seller_id,seller_zip_code_prefix,seller_city,seller_state
83e197e95a1bbabc8c75e883ed016c47,25900,mage,RJ
d1e2fe627180431ffda076abb303c56f,25900,rio de janeiro,RJ
77fccaae319668a8ab6cd0fd16aec48c,28035,campos dos goytacazes,RJ
8def3db7f272735afb2ecd03aeca09a7,28035,rio de janeiro,RJ
880ce4951cf857ab1d9e0b75c1d856f4,31255,belo horizont,MG
6cd68b3ed6d59aaa9fece558ad360c0a,31255,belo horizonte,MG
dd2bdf855a9172734fbc3744021ae9b9,31255,belo horizonte,MG
85d9eb9ddc5d00ca9336a2219c97bb13,31255,belo horizonte,MG
5bc24d989e71e93c33e50a7782431b0e,37165,campo do meio,MG
1703bc09972dab9782e7a9194943b69f,37165,minas gerais,MG
5194c22ed1f616ec0c0f33c571542879,37540,santa rita do sapucai,MG
cb8bcce248bb1fb274ba762d8b971456,37540,santa rita do sapucai,MG
9dda5bbacd45e18d6485fee649205d09,37540,santa rita do sapucai,MG
57df9869a600bd6b7c405f2a862eccfb,37540,santa rita do sapucai,MG
10cdd491d1dbea8fb4ead97b19c334ce,37540,santa rita do sapucai,MG
20d53aad4fe5ee93a64f8839609d3586,37540,santa rita do sapucai,MG
2a167ca73899c85001a837d8fb4962f6,37540,sao paulo,SP
34675b28b826facfde119785bf287dc1,85802,cascavael,PR
79ebd9a61bac3eaf882805ed4ecfa12a,85802,cascavel,PR
850857dfac77488c307e2b1cbd84ab5a,85802,cascavel,PR
0b90b6df587eb83608a64ea8b390cf07,87025,maringa,PR
00fc707aaaad2d31347cf883cd2dfe10,87025,maringa,PR
670c26e0f1bf8d0576271d5cfaec6d2b,87025,maringa,PR
4b5f66b7adcf57f1ecc0d3c07dd6b177,87025,vendas@creditparts.com.br,PR
e9bc59e7b60fc3063eb2290deda4cced,87083,maringa,PR
c79151301b9d90985d1fa52879213105,87083,maringa,PR
5f67c6082caacb26e431a7b17940cece,87083,maringa,PR
b906dd0e57f282c7089171b6ed07982e,87083,parana,PR
bb7ad8a45c027be8ab075b8e465f8ca0,88056,floranopolis,SC
83deb69e889cf80f82be1dc6d5f2d486,88056,florianopolis,SC
9d5604a1f112324ad6b2aa552122e0fb,88075,florianopolis,SP
5c030029b5916fed0986310385ec9009,88075,sao jose,SC
86ff3eaef0267069cc891a2ed9d10a17,88135,palhoca,SC
ea4e9ce63a2134743b4a92777437fcdd,88135,palhoca,SC
ba8e85df286308fe68a2ce83a8f8b2d6,88135,santa catarina,SC
5e49e3a44bdeb5aab2684258bbd4f525,88330,balenario camboriu,SC
661ad5fcc28cdfb8bcadb12bb2272475,88330,balneario camboriu,SC
29fe9f200d3fa0c668d2aa1ec7e08dfb,88330,balneario camboriu,SC
822bad9bc42b51213ba522fe87b7ab5d,88330,balneario camboriu,SC
eeb6de78f79159600292e314a77cbd18,88501,lages,SC
731ef20c231d9a7103a425e83fd91271,88501,lages - sc,SC
11938fcc75f6902fea1d0a6f72b54a57,89900,sao miguel d'oeste,SC
c74f14c1e26cf1bd5bd34b6a1e274426,89900,sao miguel do oeste,SC
